zone_id,density,speed,risk_label
4,712,1.65967341208618,1
5,449,0.1592735144466671,2
3,120,2.0446219132414885,0
5,229,1.3877876560686888,0
5,173,0.7677212489651731,0
2,430,0.2478591647019262,2
3,342,0.4899961971386595,1
3,244,2.2480812612482484,0
3,277,1.7464581374461385,0
5,480,0.6997641319285356,2
4,485,0.2574418358680709,2
3,510,1.7574767497279271,1
5,667,1.4737785423226364,1
2,70,1.0708468586997641,0
4,113,0.9726674780561532,0
2,214,0.6203542622298599,1
4,76,1.7070670156900423,0
5,360,2.429603266705289,0
1,334,0.521716590008382,1
4,709,1.533079888037208,1
2,330,1.1180441337903428,1
5,213,1.1720529321871958,0
4,273,0.7099534723067545,1
1,195,2.080323701587406,0
1,79,1.2646134499533788,0
3,94,1.4041740452758338,0
3,520,0.8314261907135818,2
2,83,0.5363403176006794,0
4,702,0.3061849316867692,2
4,476,1.8138859382197983,0
3,270,0.5709622760508535,1
4,583,1.7561808500531146,1
4,741,1.0369034705126894,2
1,416,1.0978595223751635,1
3,792,1.226025990622652,2
5,599,0.9825004195061036,2
3,631,0.3414879453342162,2
5,165,0.8431163440068299,0
1,288,1.6929624656654523,0
2,384,1.6978825635252903,0
4,490,0.7869383373759864,2
1,197,1.2042463037384512,0
4,58,0.56427334722865,0
2,337,0.6048929956716058,1
2,437,0.15531301217585777,2
1,99,2.2521917197785872,0
2,566,0.6056959961797749,2
5,687,0.6460813046475119,2
2,636,0.7710434383483163,2
4,726,0.4057793720690296,2
4,327,1.634230919635271,0
4,349,0.28034308762620774,1
4,638,0.4220858231832406,2
5,698,1.647416143816223,1
3,667,0.9151854891554625,2
1,656,1.7990747840828538,1
4,184,1.437819387208341,0
2,629,0.7144508153476313,2
4,196,1.6619870811743873,0
2,539,0.37905683270291357,2
2,527,1.387384919392073,1
4,208,1.1491554521080831,0
5,433,0.7428965987618579,2
2,212,1.5496119945748004,0
2,490,2.191200621616678,0
4,238,2.497371279431384,0
2,464,1.5586306449842189,1
2,388,1.0712940983900083,1
4,656,0.6404970405188838,2
4,230,0.7170306145482681,1
1,337,1.2506919475594376,0
5,236,0.9814664830737021,0
5,187,2.2931548542998663,0
2,179,0.9839091223737029,0
5,243,0.9962670187490451,0
2,365,1.0204828298415447,1
1,193,2.1078885048823794,0
4,65,1.6618919700325645,0
4,351,1.5740052407653424,0
4,472,0.9019432537212692,1
5,294,2.0629700243978544,0
1,156,0.19207326725368273,1
5,137,2.1899132136114714,0
5,178,1.330599759505431,0
1,390,1.0558005636721908,1
1,53,1.2932014737224458,0
1,376,1.7017972732811946,0
1,459,0.13063702364295365,2
4,355,2.1917244554997946,0
3,656,1.1721748607473428,2
3,770,0.9231196472801876,2
1,274,0.4317893575217371,1
3,397,1.1547168984602612,1
3,370,1.2911746510825093,1
1,608,1.0687520667843466,2
3,230,1.728784225184553,0
5,667,1.1101516690221425,2
2,760,2.407402186831776,1
2,435,1.5382660427766204,1
1,667,2.0379470455645814,1
4,157,0.3624541674627493,1
1,580,1.0534991030701737,2
4,459,0.9084344834731665,1
2,345,1.4667577315278204,0
1,220,2.1666724481474215,0
5,380,0.288011722628816,1
3,542,0.2741795153073059,2
4,244,2.1407624995782375,0
3,61,0.6108402064920577,0
3,244,1.705007810679553,0
1,539,1.4029075176659325,1
3,231,2.0989446277293506,0
5,705,0.40021338360736847,2
3,365,0.41147911773426704,1
1,743,1.436364064667938,1
5,79,2.37130876806009,0
2,645,1.0959946200898103,2
3,727,0.8846610406112678,2
1,145,1.556054375674926,0
2,430,2.333076641308075,0
2,493,2.108626798827097,0
4,347,2.489160665759728,0
5,786,0.154164599685705,2
3,410,0.3708595473106293,2
1,423,1.5627226320798928,1
4,603,2.069383454401239,1
5,352,0.7845864215362397,1
4,470,0.674106611282125,2
5,295,1.988741918514882,0
5,769,0.2353164492477558,2
3,286,0.9865183541982042,1
5,583,1.3139421342215913,1
4,234,1.4448368184407763,0
5,517,1.8486763763026646,1
3,412,0.9516297362335797,1
3,332,1.5704424272190574,0
4,602,1.5049010146982953,1
2,385,1.4142786415689932,1
2,211,1.6371599035413094,0
5,209,0.7226780105633831,1
1,523,0.30315700860310957,2
5,650,0.38625201289538424,2
4,371,0.6389977183693625,1
4,61,1.3004750452546847,0
4,473,2.1170626013104483,0
4,122,1.7831040210121218,0
4,637,1.9936974500849132,1
3,250,0.9423414974226193,0
2,571,1.0711689799565205,1
4,554,1.0448365263774708,1
1,787,0.5604956425708036,2
1,737,0.24691997954457284,2
1,88,1.5181986227853443,0
1,109,2.4741200402094066,0
3,627,0.5003912918806308,2
1,370,0.212043567758257,1
4,484,1.9708760363774391,0
5,685,0.706206416043338,2
1,725,2.091145132847028,1
3,457,1.789448000882837,0
3,435,2.369616488921931,0
1,720,1.081425365816013,2
5,618,1.688727614681522,1
1,127,1.2156514739518498,0
3,243,1.6134128735405044,0
2,334,1.1790373744185696,1
4,576,0.5527173914177795,2
3,573,1.318953798408114,1
1,662,1.3686020834498616,1
4,205,2.0454492358243863,0
1,389,1.8652496939045948,0
1,174,1.6930998974594658,0
2,329,0.3721290293261741,1
4,671,1.829479097592916,1
4,707,1.3007323752508355,2
2,777,2.245838886654782,1
3,723,2.3076902419133027,1
1,177,0.2323758174442851,1
5,363,2.069539744850749,0
1,381,0.1904737370144095,1
1,199,0.9812071016680544,0
3,503,1.40151994149059,1
1,85,0.4554419167051058,0
2,734,1.8911531501657843,1
2,469,0.12005129001313258,2
4,71,0.5046377162416884,0
5,255,1.4939123916483417,0
1,688,1.8145301488895018,1
1,405,2.2999434464653987,0
3,489,1.7931919646430974,1
2,778,1.7122702486116783,1
5,145,1.0464187512415943,0
4,213,0.1030826212643234,1
2,197,0.3883822209654927,1
4,579,1.382930907414494,1
3,343,1.7203117260266072,0
3,244,1.10187588135151,0
1,712,1.8536296276681365,1
5,529,1.3524695087972292,1
4,172,0.2780228694263493,1
2,449,0.5608390023230772,2
3,748,2.115995735785463,1
1,501,1.8397905918986548,1
1,710,2.247428768829988,1
4,153,0.3821373978902478,1
3,511,2.4765340830761775,0
5,792,0.6025761134798406,2
3,767,0.12827170308794084,2
4,759,2.49381505372853,1
4,445,0.7745773250682715,2
3,386,1.7032466860301438,0
4,648,0.5240375540231325,2
3,191,1.4925484772779403,0
2,366,2.269683967490942,0
3,760,0.8684348018282526,2
3,607,1.7086095425064622,1
4,576,0.5509686131161996,2
4,605,1.5995089569249406,1
1,450,0.9074808443620244,1
1,730,0.6068998206110839,2
2,359,0.8516369216887243,1
1,544,0.5292185644187184,2
3,605,2.2645986588109186,1
4,659,1.0532485271611092,2
1,158,0.6886703319384816,0
1,421,1.176178818438239,1
2,665,0.8692868003355892,2
2,255,1.8866062091519824,0
3,92,2.4309277885251865,0
4,294,1.1512807760743524,0
2,336,2.1664801599333767,0
1,404,1.4580713765430868,1
4,525,0.47736559622616037,2
4,132,1.7574945809952198,0
1,159,1.3322427931019682,0
2,239,1.6614556558050484,0
1,300,2.235249790171996,0
4,773,1.1570429695745106,2
5,340,2.2628262957216534,0
5,694,1.9016056342759717,1
3,250,1.2726518221071634,0
1,375,1.547733125579113,0
1,560,0.8813947180456274,2
3,458,2.460633519373058,0
3,656,1.7016427913209504,1
3,557,0.20523244599191176,2
4,780,0.883892573795221,2
1,650,1.595954641021738,1
4,121,0.23519986671817553,1
3,296,0.15732205916594263,1
1,690,1.1800581748667263,2
4,773,0.8984564312624079,2
4,657,1.1519166592795982,2
3,636,0.7304639437120124,2
1,615,0.49532259266315415,2
3,393,1.7539440567528104,0
1,103,1.3349706790427212,0
5,779,0.5803701069984804,2
2,577,0.8670146230239959,2
2,660,1.5203389783919823,1
2,581,0.2733504358539468,2
3,607,0.45388722223883093,2
5,242,0.2757894498577363,1
1,107,2.0495615985138853,0
4,486,1.9057821597088223,0
1,160,1.907951036510217,0
4,178,1.8191808243424674,0
1,755,1.7065250168076862,1
5,375,1.24478059690762,1
4,57,1.641467592417076,0
3,78,0.19206773149113915,1
1,161,1.591514614376283,0
1,722,1.9669064932885052,1
4,180,1.3008600649225366,0
3,237,0.9580319882253686,0
3,724,0.7658241635223498,2
5,758,1.642724920388998,1
3,524,1.762722876711781,1
3,413,2.190322239670102,0
3,253,0.9216017979063778,0
2,261,1.9474535377254054,0
5,670,1.4472539780544111,1
1,325,2.21880757762739,0
4,122,1.3667490599094898,0
1,728,1.3423115881551213,2
5,292,1.4869049954581819,0
4,151,1.8983568523418426,0
5,734,2.415257149188306,1
3,220,0.27655205011783757,1
4,702,0.22824304573844117,2
3,237,2.3501208097776125,0
1,490,1.3717015012436946,1
1,135,1.5757672349606466,0
4,525,1.2578166438273493,1
4,101,0.3247778862579388,0
5,160,1.9434145082047998,0
5,92,1.8933391482126085,0
3,260,0.8480879715827487,1
4,249,0.834974188548161,1
1,676,2.1108193141732445,1
5,75,0.2736574185791839,0
5,348,2.214652356055758,0
1,126,0.7159880557501945,0
5,186,1.5231633946131855,0
3,69,2.3463860296042665,0
4,489,1.7274940036879516,1
1,260,1.0946315499208878,0
4,600,1.7548821013729965,1
5,484,0.9255511271592884,1
5,256,0.7654201992380467,1
1,488,2.492039867043231,0
3,715,1.9018965548314906,1
2,91,1.6473279457163623,0
1,460,0.952695143726365,1
2,572,0.21798598997211557,2
2,659,0.17453650248437347,2
3,476,1.4300350130771171,1
